Ano;LPA;P_L;VPA;P_VP;P_EBIT;P_EBITDA;P_Ativos;Ebitda;Marg_Ebitda;PSR;ROE;ROA;ROIC;EV_EBIT;EV_EBITDA;Div_Yield;Div_Payout;Beta;Valorizacao;Negocios_dia;Volume_diario;Ticker
2013;0.22;124.53;32.18;0.84;-19.76;-20.33;0.59;-202.0;-0.21;4.19;0.01;0.0;-0.03;-85.78;-88.27;0.0487;0.0;0.63;-0.16;1082;8;TRPL4
2014;2.36;17.61;32.42;1.28;14.9;14.64;0.94;457.0;0.41;6.07;0.07;0.05;0.07;39.89;39.18;0.0342;1.11;0.46;0.67;1245;8;TRPL4
2015;3.22;14.2;34.2;1.34;11.98;11.84;1.0;623.0;0.48;5.73;0.09;0.07;0.09;29.03;28.68;0.049699999999999994;0.7;0.52;0.18;1909;15;TRPL4
2016;30.06;2.16;62.51;1.04;1.45;1.44;0.71;7402.0;0.95;1.37;0.48;0.33;0.5;2.42;2.41;0.0231;0.02;0.34;0.5;2615;28;TRPL4
2017;8.42;7.95;67.99;0.98;5.38;5.36;0.64;2057.0;0.76;4.08;0.12;0.08;0.12;9.05;9.01;0.0454;0.46;0.42;0.09;2078;24;TRPL4
2018;11.51;6.01;68.6;1.01;4.63;4.62;0.61;2468.0;0.78;3.58;0.17;0.1;0.14;7.94;7.91;0.1816;1.09;0.45;0.23;2308;27;TRPL4
2019;2.7;8.35;20.89;1.08;6.35;6.3;0.69;2361.0;0.71;4.5;0.13;0.08;0.12;7.61;7.55;0.0669;0.51;0.5;0.38;4843;34;TRPL4
2020;5.13;5.42;21.44;1.3;4.14;4.06;0.75;4518.0;1.22;4.96;0.24;0.14;0.2;4.34;4.25;0.0626;0.22;0.44;0.31;7364;42;TRPL4
2021;5.4;4.7;20.74;1.22;3.56;3.49;0.63;4791.0;1.2;4.2;0.26;0.13;0.19;4.5;4.41;0.12300000000000001;0.32;0.48;-0.06;6136;40;TRPL4
2019;1.9;13.07;15.87;1.57;7.07;5.42;0.56;5572.0;0.2;1.06;0.12;0.04;0.09;9.44;7.24;0.0113;0.3;0.49;0.49;6806;67;NEOE3
2020;2.39;7.36;17.72;0.99;4.38;3.33;0.32;6430.0;0.2;0.67;0.14;0.04;0.09;8.82;6.69;0.0233;0.16;0.76;-0.27;9688;60;NEOE3
2021;2.76;6.42;18.34;0.97;3.85;2.99;0.3;7184.0;0.21;0.63;0.15;0.05;0.09;8.69;6.75;0.022000000000000002;0.09;0.65;0.02;8320;39;NEOE3
2008;0.0;-98.2;0.18;0.82;5.31;0.0;0.38;0.0;0.0;0.6;-0.01;0.0;0.09;43.77;0.0;0.0;0.0;0.75;-0.57;502;4;KEPL3
2009;0.0;-117.83;0.18;1.99;-47.13;-31.03;0.91;-15.0;-0.07;2.22;-0.02;-0.01;-0.02;-161.05;-106.01;0.0;0.0;0.27;1.4;253;2;KEPL3
2010;0.02;16.97;0.2;1.71;10.91;13.97;0.83;33.0;0.09;1.25;0.1;0.05;0.1;37.32;47.77;0.0;0.0;1.02;-0.03;1323;10;KEPL3
2011;0.02;9.71;0.23;1.02;7.53;7.58;0.46;40.0;0.09;0.71;0.1;0.05;0.09;38.81;39.07;0.0;0.0;0.53;-0.36;195;1;KEPL3
2012;1.26;9.68;12.22;1.0;7.43;7.92;0.54;40.0;0.1;0.75;0.1;0.06;0.09;36.08;38.45;0.0172;0.15;0.0;0.13;82;1;KEPL3
2013;2.44;16.77;13.9;2.95;12.63;11.41;1.59;94.0;0.16;1.81;0.18;0.09;0.16;18.12;16.37;0.0173;0.28;0.17;2.48;153;1;KEPL3
2014;5.09;9.88;19.31;2.61;9.19;9.45;1.56;140.0;0.15;1.46;0.26;0.16;0.2;10.5;10.8;0.0195;0.19;0.27;0.27;173;2;KEPL3
2015;0.19;85.25;18.66;0.87;142.08;26.92;0.54;16.0;0.02;0.6;0.01;0.01;0.0;514.51;97.49;0.084;7.0;0.57;-0.65;115;1;KEPL3
2016;-0.84;-21.53;17.79;1.01;-9.87;-12.28;0.62;-39.0;-0.08;1.0;-0.05;-0.03;-0.08;-31.57;-39.31;0.005600000000000001;-0.09;0.46;0.18;158;1;KEPL3
2017;-1.29;-15.11;16.53;1.18;-13.52;-13.1;0.72;-39.0;-0.07;0.89;-0.08;-0.05;-0.07;-39.59;-38.36;0.0;0.0;0.54;0.12;125;1;KEPL3
2018;0.42;35.69;16.76;0.89;17.84;17.64;0.56;22.0;0.04;0.68;0.02;0.02;0.04;69.84;69.03;0.0;0.0;0.28;-0.26;239;1;KEPL3
2019;1.52;19.37;17.75;1.66;14.62;13.2;1.15;59.0;0.1;1.33;0.09;0.06;0.1;27.97;25.25;0.0085;0.15;0.35;0.96;167;1;KEPL3
2020;2.58;14.7;19.65;1.93;12.34;8.93;1.05;112.0;0.17;1.49;0.13;0.07;0.14;15.5;11.21;0.014199999999999999;0.21;0.44;0.28;558;5;KEPL3
2021;2.93;19.5;20.33;2.81;15.48;11.12;1.58;135.0;0.17;1.93;0.14;0.08;0.15;13.43;9.64;0.0347;0.18;0.39;0.61;1154;10;KEPL3
2009;0.55;12.3;7.56;0.9;2.82;1.86;0.19;1179.0;0.21;0.38;0.07;0.02;0.07;28.65;18.87;0.0;0.12;0.48;0.35;4;0;REDE3
2010;-1.16;-4.72;8.22;0.67;2.28;1.46;0.14;1204.0;0.18;0.26;-0.14;-0.03;0.07;29.78;19.12;0.0;-0.22;-0.39;-0.12;7;0;REDE3
2011;-1.71;-2.34;4.43;0.9;1.88;1.23;0.13;1383.0;0.18;0.22;-0.39;-0.06;0.08;25.91;17.05;0.0;-0.03;0.88;-0.32;3;0;REDE3
2012;-2.9;-0.7;-1.23;-1.66;41.44;22.0;0.31;40.0;0.01;0.24;2.35;-0.44;0.01;919.7;488.36;0.0;0.0;2.77;-0.49;4;0;REDE3
2013;-0.3;-3.97;-1.53;-0.78;127.98;47.95;0.18;11.0;0.11;5.17;0.2;-0.05;0.0;4836.2;1811.99;0.0;0.0;-0.23;-0.4;5;0;REDE3
2014;1.0;0.83;1.73;0.48;1.46;1.01;0.12;1406.0;0.29;0.29;0.58;0.14;0.1;19.38;13.46;0.0;0.0;0.23;-0.39;3;0;REDE3
2015;0.25;4.88;1.96;0.62;4.78;2.17;0.16;956.0;0.12;0.26;0.13;0.03;0.04;46.67;21.19;0.0;0.07;-1.35;0.46;5;0;REDE3
2016;0.1;23.39;1.99;1.17;7.61;4.2;0.34;1141.0;0.15;0.62;0.05;0.01;0.05;32.01;17.67;0.0258;0.5;0.04;1.0;3;0;REDE3
2017;0.06;50.57;2.01;1.44;8.21;4.53;0.4;1317.0;0.15;0.66;0.03;0.01;0.06;29.39;16.23;0.0069;0.39;0.18;0.25;22;0;REDE3
2018;0.28;24.67;2.11;3.28;12.08;7.97;0.86;1793.0;0.18;1.42;0.13;0.04;0.08;19.63;12.94;0.0014000000000000002;0.32;0.15;1.38;15;0;REDE3
2019;0.48;17.74;2.28;3.72;10.52;7.63;0.93;2291.0;0.2;1.56;0.21;0.05;0.1;14.7;10.67;0.0;1.11;0.08;0.22;12;0;REDE3
2020;0.58;19.15;2.72;4.11;12.85;9.52;1.09;2470.0;0.22;2.08;0.21;0.06;0.11;12.42;9.21;0.0;0.19;0.08;0.3;10;0;REDE3
2021;0.76;11.77;2.56;3.47;8.4;6.54;0.9;2872.0;0.24;1.58;0.3;0.08;0.13;10.56;8.22;0.0337;0.69;0.0;-0.2;42;0;REDE3
2008;-0.09;-12.23;2.65;0.44;-7.04;-7.84;0.3;-59.0;-0.12;0.96;-0.04;-0.02;-0.05;-40.02;-44.56;0.0;0.0;0.94;-0.89;454;6;TEND3
2009;0.17;32.89;2.82;1.95;24.22;21.21;0.93;104.0;0.11;2.23;0.06;0.03;0.05;33.75;29.56;0.0;0.0;0.94;3.36;891;8;TEND3
2010;0.31;15.93;4.27;1.16;12.68;11.7;0.61;170.0;0.13;1.55;0.07;0.04;0.06;19.33;17.84;0.0;0.0;1.25;-0.1;959;7;TEND3
2017;1.96;10.2;21.52;0.93;8.79;7.62;0.51;142.0;0.1;0.8;0.09;0.05;0.08;20.24;17.55;0.0;0.0;-0.64;0.37;1501;10;TEND3
2018;3.88;8.27;23.1;1.39;7.6;6.86;0.64;243.0;0.14;0.99;0.17;0.08;0.13;10.92;9.87;0.0159;0.12;0.75;0.65;2071;14;TEND3
2019;2.53;11.93;12.95;2.33;10.83;9.77;0.91;322.0;0.17;1.62;0.2;0.08;0.12;8.65;7.8;0.0199;0.22;0.81;0.92;3508;22;TEND3
2020;1.93;15.67;14.55;2.08;11.89;10.69;0.74;295.0;0.13;1.38;0.13;0.05;0.09;9.69;8.71;0.016200000000000003;0.24;1.07;-0.03;6526;39;TEND3
2021;2.11;11.96;14.15;1.78;8.95;8.09;0.63;325.0;0.13;1.07;0.15;0.05;0.09;9.09;8.21;0.026600000000000002;0.22;0.86;-0.13;5357;31;TEND3
2011;1.19;13.23;4.8;3.29;12.04;12.52;2.6;96.0;0.37;4.59;0.25;0.2;0.26;1.67;1.73;0.0;0.18;0.7;-0.1;133;2;TECN3
2012;0.83;30.29;5.27;4.76;29.83;30.13;3.84;64.0;0.21;6.21;0.16;0.13;0.13;3.41;3.44;0.0179;0.62;0.0;0.64;155;2;TECN3
2013;0.43;38.11;5.74;2.82;25.67;26.44;1.51;48.0;0.11;2.9;0.07;0.04;0.06;8.75;9.01;0.009899999999999999;0.39;0.48;-0.37;330;4;TECN3
2014;0.61;12.63;5.92;1.3;9.18;8.94;0.76;68.0;0.16;1.47;0.1;0.06;0.09;5.67;5.52;0.0479;0.25;0.59;-0.48;196;1;TECN3
2015;0.29;12.36;5.88;0.62;8.88;8.27;0.37;34.0;0.09;0.72;0.05;0.03;0.04;11.95;11.13;0.08289999999999999;1.61;0.47;-0.47;160;1;TECN3
2016;-0.01;-282.62;5.9;0.61;35.33;46.96;0.38;6.0;0.02;0.79;0.0;0.0;0.01;39.81;52.93;0.0139;-3.0;0.61;0.09;92;0;TECN3
2017;-0.01;-278.7;5.9;0.6;-139.35;37.27;0.39;7.0;0.02;0.82;0.0;0.0;0.0;-156.76;41.93;0.0;0.0;0.78;-0.02;158;0;TECN3
2018;0.18;13.79;5.92;0.42;-64.37;-220.97;0.24;-1.0;0.0;0.63;0.03;0.02;0.0;-88.17;-302.65;0.0;0.0;0.48;-0.34;186;0;TECN3
2019;-1.54;-2.34;4.38;0.82;-2.26;-3.01;0.42;-94.0;-0.3;0.89;-0.35;-0.18;-0.23;-2.21;-2.95;0.0;0.0;1.01;0.37;285;1;TECN3
2020;-0.37;-3.52;4.03;0.32;-10.21;69.38;0.17;1.0;0.01;0.42;-0.09;-0.05;-0.02;-29.75;202.26;0.0;0.0;0.95;-0.62;626;1;TECN3
2021;-0.17;-19.32;3.97;0.81;62.8;17.54;0.42;14.0;0.06;1.02;-0.04;-0.02;0.01;65.7;18.35;0.0;0.0;0.74;1.44;1617;5;TECN3
2020;0.15;66.63;1.26;7.93;37.19;34.11;3.23;225.0;0.1;3.47;0.12;0.05;0.14;39.83;36.53;0.0;0.92;0.55;0.82;6545;24;AERI3
2021;0.16;61.11;1.29;7.54;32.84;29.46;2.68;253.0;0.1;2.87;0.12;0.04;0.13;36.44;32.69;0.0;0.69;0.66;-0.08;10637;54;AERI3
2013;0.43;48.8;5.76;3.68;42.85;43.97;2.03;40.0;0.09;3.81;0.08;0.04;0.11;125.89;129.18;0.0;0.0;0.18;0.1;755;7;ANIM3
2014;1.92;18.42;7.19;4.91;24.01;24.25;3.1;121.0;0.17;4.23;0.27;0.17;0.15;45.04;45.48;0.0031;0.06;0.4;0.71;823;7;ANIM3
2015;0.77;17.81;7.77;1.78;16.28;16.92;0.97;67.0;0.08;1.33;0.1;0.05;0.07;81.01;84.17;0.0341;0.61;0.87;-0.58;2602;11;ANIM3
2016;0.27;50.15;7.84;1.74;19.36;20.27;0.8;54.0;0.06;1.15;0.03;0.02;0.05;99.94;104.66;0.0139;0.68;0.76;0.07;843;2;ANIM3
2017;1.06;26.64;8.6;3.29;26.33;27.25;1.71;84.0;0.08;2.19;0.12;0.06;0.07;65.07;67.33;0.0021;0.05;0.62;1.15;570;4;ANIM3
2018;0.05;329.94;8.57;1.98;33.84;34.67;0.91;38.0;0.03;1.2;0.01;0.0;0.03;146.45;150.05;0.0147;5.0;0.76;-0.4;1308;6;ANIM3
2019;-0.1;-298.67;8.6;3.46;19.75;20.37;1.0;117.0;0.1;2.02;-0.01;0.0;0.06;54.25;55.95;0.0003;0.0;0.76;0.66;1202;6;ANIM3
2020;-0.1;-363.48;6.25;5.76;123.21;70.41;3.17;206.0;0.15;10.23;-0.02;-0.01;0.04;46.95;26.83;0.0;0.0;0.93;0.22;3903;23;ANIM3
2021;0.03;527.05;2.13;6.53;86.05;54.61;3.39;309.0;0.21;11.25;0.01;0.01;0.05;29.43;18.68;0.0;0.0;0.9;0.16;6374;27;ANIM3
2014;0.77;18.88;7.46;1.96;8.12;5.2;0.65;2652.0;0.54;2.82;0.1;0.03;0.11;20.48;13.13;0.0521;0.45;0.44;0.28;4666;30;KLBN11
2015;-1.32;-17.71;5.65;4.15;14.88;8.91;0.84;2491.0;0.44;3.9;-0.23;-0.05;0.07;28.14;16.86;0.0175;-0.3;0.34;0.67;6827;63;KLBN11
2016;2.62;6.76;7.5;2.36;12.0;7.82;0.57;2146.0;0.3;2.37;0.35;0.08;0.06;29.74;19.37;0.0277;0.18;0.34;-0.17;8832;52;KLBN11
2017;0.56;31.55;7.56;2.33;10.85;6.78;0.55;2486.0;0.3;2.01;0.07;0.02;0.07;26.3;16.43;0.0233;0.95;0.44;0.06;8263;38;KLBN11
2018;0.17;91.88;6.04;2.63;5.76;4.29;0.58;4002.0;0.4;1.72;0.03;0.01;0.14;14.07;10.49;0.06860000000000001;4.49;0.2;-0.07;10664;64;KLBN11
2019;0.66;27.82;6.01;3.06;7.89;5.45;0.57;3654.0;0.36;1.94;0.11;0.02;0.11;17.39;12.02;0.0359;1.34;0.59;0.16;11967;68;KLBN11
2020;-2.13;-12.44;3.9;6.78;9.25;7.32;0.84;4062.0;0.34;2.49;-0.55;-0.07;0.12;15.35;12.15;0.0008;-0.09;0.51;0.41;22854;140;KLBN11
2021;1.05;25.26;3.37;7.85;9.1;7.26;0.77;4093.0;0.32;2.32;0.31;0.03;0.12;15.74;12.55;0.0;0.04;0.38;0.02;26778;224;KLBN11
2002;-0.22;-4.61;1.25;0.83;1.48;0.0;0.2;0.0;0.0;0.34;-0.18;-0.04;0.14;50.8;0.0;0.0291;0.0;1.1;0.0;54;0;KLBN4
2003;1.09;3.44;1.98;1.9;2.19;0.0;0.9;0.0;0.0;1.16;0.55;0.26;0.42;19.53;0.0;0.018600000000000002;0.0;0.53;2.8;105;3;KLBN4
2004;0.53;10.2;2.36;2.29;6.6;0.0;1.13;0.0;0.0;1.82;0.22;0.11;0.18;41.54;0.0;0.0574;0.0;0.63;0.48;191;4;KLBN4
2005;0.37;11.3;2.55;1.63;7.5;5.07;0.81;752.0;0.28;1.41;0.14;0.07;0.11;61.73;41.71;0.0506;0.56;1.13;-0.2;223;4;KLBN4
2006;0.53;10.04;2.8;1.91;10.47;6.9;0.8;711.0;0.26;1.81;0.19;0.08;0.08;69.43;45.79;0.041100000000000005;0.39;0.87;0.36;335;7;KLBN4
2007;0.69;9.52;3.13;2.11;11.87;8.04;0.76;754.0;0.27;2.17;0.22;0.08;0.07;65.91;44.64;0.0499;0.44;1.04;0.31;724;11;KLBN4
2008;-0.37;-8.93;2.48;1.34;9.35;4.17;0.37;729.0;0.24;0.98;-0.15;-0.04;0.04;107.76;48.07;0.0816;-0.69;0.79;-0.47;1033;8;KLBN4
2009;0.37;14.5;2.66;1.99;15.77;6.52;0.61;747.0;0.25;1.65;0.14;0.04;0.04;110.66;45.76;0.0264;0.37;1.08;0.57;1923;8;KLBN4
2010;0.64;9.21;5.62;1.04;6.53;3.88;0.44;1382.0;0.38;1.47;0.11;0.05;0.09;38.57;22.94;0.0359;0.31;0.92;0.14;2355;12;KLBN4
2011;0.2;39.68;5.4;1.48;9.2;5.46;0.58;1344.0;0.35;1.89;0.04;0.01;0.08;40.49;24.03;0.03;1.12;0.8;0.43;3236;15;KLBN4
2012;0.82;15.59;5.91;2.17;7.14;5.25;0.83;2237.0;0.54;2.82;0.14;0.05;0.15;19.98;14.69;0.025;0.37;0.64;0.7;5370;25;KLBN4
2013;0.32;38.66;5.88;2.09;10.05;5.97;0.75;1886.0;0.41;2.45;0.05;0.02;0.1;29.96;17.79;0.0285;1.03;0.54;-0.01;6489;33;KLBN4
2014;0.15;18.63;1.49;1.93;8.01;5.14;0.64;2652.0;0.54;2.78;0.1;0.03;0.11;20.48;13.13;0.0521;0.45;0.46;0.24;2999;9;KLBN4
2015;-0.26;-14.39;1.13;3.37;12.09;7.24;0.69;2491.0;0.44;3.17;-0.23;-0.05;0.07;28.14;16.86;0.021;-0.3;0.33;0.39;306;1;KLBN4
2016;0.52;5.43;1.5;1.9;9.65;6.28;0.46;2146.0;0.3;1.9;0.35;0.08;0.06;29.74;19.37;0.0351;0.18;0.36;-0.18;268;0;KLBN4
2017;0.11;28.14;1.51;2.08;9.68;6.05;0.49;2486.0;0.3;1.79;0.07;0.02;0.07;26.3;16.43;0.0223;0.95;0.44;0.16;296;1;KLBN4
2018;0.03;81.87;1.21;2.34;5.13;3.83;0.52;4002.0;0.4;1.53;0.03;0.01;0.14;14.07;10.49;0.06709999999999999;4.49;0.18;-0.08;239;0;KLBN4
2019;0.13;26.82;1.2;2.95;7.6;5.26;0.55;3654.0;0.36;1.87;0.11;0.02;0.11;17.39;12.02;0.0394;1.34;0.47;0.26;891;2;KLBN4
2020;-0.43;-12.25;0.78;6.68;9.1;7.21;0.83;4062.0;0.34;2.45;-0.55;-0.07;0.12;15.35;12.15;0.0;-0.09;0.51;0.45;3383;8;KLBN4
2021;0.21;23.98;0.67;7.45;8.64;6.89;0.73;4093.0;0.32;2.2;0.31;0.03;0.12;15.74;12.55;0.0;0.04;0.42;-0.02;2233;11;KLBN4
2021;-0.5;-35.16;6.52;2.69;-53.24;0.0;2.0;0.0;0.0;2.83;-0.08;-0.06;-0.14;-38.86;0.0;0.0;0.0;0.67;-0.17;1506;11;MBLY3
2006;0.87;35.21;4.47;6.87;26.29;20.81;3.11;179.0;0.12;2.6;0.2;0.09;0.14;256.72;203.21;0.0814;0.7;0.87;1.1;220;13;LREN3
2007;1.32;27.19;4.79;7.52;18.87;15.52;3.17;282.0;0.15;2.27;0.28;0.12;0.21;157.25;129.36;0.015600000000000001;0.72;0.89;0.15;1015;32;LREN3
2008;1.37;11.41;5.85;2.68;7.97;6.35;1.22;300.0;0.14;0.87;0.23;0.11;0.17;153.59;122.34;0.0625;0.02;0.96;-0.54;1568;31;LREN3
2009;1.62;24.31;6.38;6.16;16.92;13.43;2.49;357.0;0.15;2.03;0.25;0.1;0.17;129.96;103.13;0.011200000000000002;0.23;0.99;1.4;2527;32;LREN3
2010;2.53;22.33;8.34;6.76;17.04;14.37;2.81;480.0;0.17;2.51;0.3;0.13;0.28;89.71;75.65;0.024300000000000002;0.47;0.86;0.44;2949;50;LREN3
2011;2.74;17.64;9.4;5.15;12.57;10.43;1.99;570.0;0.18;1.84;0.29;0.11;0.24;77.42;64.22;0.039900000000000005;0.69;1.21;-0.12;3919;57;LREN3
2012;2.87;27.82;10.51;7.59;17.71;14.31;2.63;692.0;0.18;2.56;0.27;0.09;0.21;66.18;53.44;0.0262;0.71;0.83;0.62;3909;58;LREN3
2013;3.25;18.78;11.86;5.14;11.8;9.39;1.7;818.0;0.19;1.76;0.27;0.09;0.2;57.36;45.66;0.032;0.64;0.74;-0.22;4005;59;LREN3
2014;3.72;20.55;14.56;5.25;12.13;9.6;1.83;1015.0;0.19;1.87;0.26;0.09;0.2;46.68;36.94;0.0184;0.33;0.73;0.32;3603;49;LREN3
2015;0.91;18.83;3.61;4.74;11.71;9.13;1.87;1198.0;0.19;1.78;0.25;0.1;0.2;40.18;31.32;0.09359999999999999;0.31;0.82;0.15;5687;76;LREN3
2016;0.97;23.82;4.1;5.66;15.28;11.59;2.3;1287.0;0.2;2.31;0.24;0.1;0.2;38.26;29.02;0.0194;0.38;0.84;0.47;11453;75;LREN3
2017;1.03;34.49;4.52;7.85;23.27;17.87;3.35;1416.0;0.19;3.4;0.23;0.1;0.2;34.09;26.19;0.011000000000000001;0.34;1.04;0.71;10541;87;LREN3
2018;1.42;29.9;5.49;7.72;21.44;17.56;3.46;1738.0;0.21;3.62;0.26;0.12;0.22;25.91;21.23;0.0106;0.28;1.05;0.22;13087;118;LREN3
2019;1.38;40.6;5.91;9.5;27.19;18.83;3.79;2374.0;0.25;4.66;0.23;0.09;0.18;22.28;15.43;0.0089;0.37;1.02;0.3;15134;185;LREN3
2020;1.38;31.58;6.91;6.3;40.38;21.02;2.37;1648.0;0.22;4.6;0.2;0.07;0.08;43.21;22.5;0.0073;0.22;1.11;-0.24;30538;359;LREN3
2021;1.18;37.45;6.74;6.56;53.2;24.04;2.39;1463.0;0.2;4.85;0.18;0.06;0.06;56.04;25.32;0.0084;0.25;1.1;0.05;30640;395;LREN3
2008;0.52;6.5;5.93;0.57;8.83;8.21;0.34;60.0;0.12;0.96;0.09;0.05;0.04;15.41;14.34;0.0147;0.09;0.8;-0.69;195;3;TCSA3
2009;0.77;13.5;6.76;1.54;13.62;12.15;0.67;124.0;0.17;2.05;0.11;0.05;0.06;10.21;9.11;0.0115;0.15;0.66;1.96;148;2;TCSA3
2010;1.38;8.05;8.22;1.35;7.56;7.13;0.51;226.0;0.16;1.14;0.17;0.06;0.08;7.8;7.36;0.016200000000000003;0.13;0.71;0.09;132;1;TCSA3
2011;0.77;12.98;8.78;1.15;14.38;13.05;0.47;143.0;0.09;1.17;0.09;0.04;0.04;13.17;11.95;0.0259;0.33;1.1;-0.1;1042;7;TCSA3
2012;-0.92;-8.77;7.71;1.05;-9.08;-9.91;0.36;-151.0;-0.11;1.11;-0.12;-0.04;-0.04;-14.15;-15.43;0.037200000000000004;-0.32;0.8;-0.18;2012;7;TCSA3
2013;1.54;5.83;8.49;1.06;5.16;4.97;0.36;335.0;0.18;0.91;0.18;0.06;0.08;8.0;7.71;0.0;0.0;0.67;0.09;2313;7;TCSA3
2014;1.18;3.27;9.44;0.41;3.79;3.54;0.14;196.0;0.12;0.43;0.12;0.04;0.04;15.1;14.1;0.12210000000000001;0.4;0.95;-0.53;1623;5;TCSA3
2015;1.63;1.66;9.51;0.28;1.94;1.89;0.13;257.0;0.2;0.38;0.17;0.08;0.07;7.22;7.03;0.07780000000000001;0.12;0.58;-0.24;1729;4;TCSA3
2016;-1.67;-1.3;5.29;0.41;-1.27;-1.28;0.19;-461.0;-1.35;1.73;-0.31;-0.15;-0.15;-3.51;-3.53;0.0741;-0.06;0.98;-0.11;1407;2;TCSA3
2017;-1.6;-1.28;3.22;0.64;-1.44;-1.45;0.29;-471.0;-1.53;2.22;-0.5;-0.23;-0.21;-2.78;-2.8;0.0;0.0;0.9;-0.08;1689;3;TCSA3
2018;-0.85;-1.7;2.36;0.61;-2.21;-2.23;0.25;-215.0;-1.23;2.74;-0.36;-0.15;-0.11;-5.67;-5.73;0.0;0.0;0.82;-0.31;1055;2;TCSA3
2019;-0.35;-5.16;1.28;1.42;-6.35;-6.42;0.78;-210.0;-0.57;3.69;-0.28;-0.15;-0.15;-3.19;-3.22;0.0;0.0;0.94;0.21;3645;14;TCSA3
2020;-2.24;-4.46;10.74;0.93;-5.18;-5.24;0.42;-140.0;-0.78;4.09;-0.21;-0.09;-0.1;-6.54;-6.62;0.0;0.0;1.58;-0.49;6695;28;TCSA3
2021;-1.81;-4.76;10.65;0.81;-6.15;-6.26;0.36;-101.0;-0.6;3.75;-0.17;-0.08;-0.07;-8.92;-9.08;0.0;0.0;1.12;-0.11;3008;11;TCSA3
2008;0.48;25.85;5.36;2.33;49.12;15.17;1.55;65.0;0.07;1.0;0.09;0.06;0.03;526.16;162.5;0.0048;0.34;0.47;-0.47;45;3;YDUQ3
2009;0.83;29.98;5.83;4.26;35.43;20.54;2.94;95.0;0.09;1.93;0.14;0.1;0.09;191.22;110.83;0.009300000000000001;0.26;0.37;1.02;44;1;YDUQ3
2010;0.99;27.34;7.13;3.79;36.3;24.01;2.75;92.0;0.09;2.18;0.14;0.1;0.1;169.77;112.27;0.0144;0.37;0.36;0.14;152;4;YDUQ3
2011;0.87;20.78;7.54;2.39;18.21;11.99;1.38;123.0;0.11;1.28;0.11;0.07;0.09;130.83;86.13;0.026099999999999998;0.54;0.6;-0.31;390;5;YDUQ3
2012;1.35;30.87;8.61;4.85;22.99;16.38;2.77;209.0;0.15;2.48;0.16;0.09;0.14;71.48;50.91;0.0048;0.14;0.4;1.35;890;12;YDUQ3
2013;0.84;24.34;5.17;3.95;23.95;18.97;2.8;316.0;0.18;3.46;0.16;0.12;0.18;40.19;31.82;0.0132;0.11;0.33;0.51;4928;44;YDUQ3
2014;1.36;17.46;7.64;3.12;17.51;14.02;2.12;532.0;0.22;3.1;0.18;0.12;0.15;24.38;19.52;0.0084;0.14;0.53;0.19;9987;78;YDUQ3
2015;1.58;8.85;8.71;1.6;8.32;6.32;0.98;680.0;0.23;1.46;0.18;0.11;0.14;21.06;15.99;0.023700000000000002;0.21;0.93;-0.36;8561;47;YDUQ3
2016;1.2;13.21;7.89;2.0;10.62;18.24;1.18;267.0;0.08;1.53;0.15;0.09;0.13;24.25;41.65;0.10890000000000001;1.45;0.97;0.25;8136;36;YDUQ3
2017;1.37;23.9;8.97;3.66;18.7;13.77;2.53;738.0;0.22;3.01;0.15;0.11;0.16;19.44;14.31;0.0085;0.2;1.24;1.16;10299;69;YDUQ3
2018;2.09;11.35;8.38;2.83;9.5;7.59;1.79;967.0;0.27;2.03;0.25;0.16;0.24;13.6;10.87;0.0699;0.77;1.08;-0.29;14422;99;YDUQ3
2019;2.1;22.66;10.04;4.73;16.29;11.64;2.66;1261.0;0.35;4.12;0.21;0.12;0.19;12.82;9.16;0.010700000000000001;0.24;1.11;0.95;12196;91;YDUQ3
2020;0.32;102.78;10.37;3.18;28.5;11.36;1.1;895.0;0.23;2.64;0.03;0.01;0.05;38.47;15.34;0.0155;1.55;1.09;-0.28;17596;128;YDUQ3
2021;-0.08;-396.94;10.54;3.17;38.08;11.85;1.07;871.0;0.22;2.57;-0.01;0.0;0.04;50.46;15.7;0.0141;-5.88;1.16;0.0;13076;96;YDUQ3
2007;4.49;6.74;23.85;1.27;10.35;0.0;0.31;0.0;0.0;0.43;0.19;0.05;0.03;56.92;0.0;0.0;0.0;0.32;-0.01;330;6;SULA11
2008;6.33;2.53;26.73;0.6;4.86;4.74;0.15;317.0;0.05;0.21;0.24;0.06;0.03;50.45;49.25;0.0412;0.03;0.48;-0.45;72;3;SULA11
2009;5.24;9.93;29.13;1.79;87.05;0.0;0.39;0.0;0.0;0.63;0.18;0.04;0.0;278.75;0.0;0.021400000000000002;0.23;0.32;2.44;223;5;SULA11
2010;2.18;9.53;10.3;2.02;12.81;0.0;0.48;0.0;0.0;0.74;0.21;0.05;0.08;20.43;0.0;0.10289999999999999;0.32;0.41;0.26;457;7;SULA11
2011;1.59;9.5;10.96;1.38;92.16;0.0;0.32;0.0;0.0;0.47;0.14;0.03;0.01;186.44;0.0;0.094;0.74;0.66;-0.21;1609;9;SULA11
2012;1.72;10.29;11.94;1.48;33.13;0.0;0.35;0.0;0.0;0.48;0.14;0.03;0.02;53.53;0.0;0.036699999999999997;0.4;0.34;0.29;1997;8;SULA11
